ui,vi,wi
-81.99,0.71,0.55
-76.84,-2.37,0.71
-26.62,0.54,-12.53
23.24,-0.05,0.57
24.3,0.63,0.57
-25.78,0.6,13.26
-24.45,-48.66,12.97
-75.73,3.35,0.15
-76.88,-52.3,0.54
-77.53,-51.67,0.34
-76.05,-49,0.43
-25.58,-51.92,-12.56
25.36,-51.96,-25.42
-22.76,-1.54,-12.89
-74.51,-2.74,-0.21
-23.3,-5.07,-13.66
-74.41,-4.8,-0.54
-30.52,-2.21,12.54
-29.58,-2.51,12.33
-30.12,-0.59,-12.62
-29.33,2.43,-13.07
23.81,-0.01,0.46
-25.22,0.82,-12.51
24.95,0.41,0.71
23.75,-0.44,0.74
24.57,-0.54,0.57
22.74,-48.24,0.49
-75.88,-46.84,0.06
73.91,-45.14,-12.43
-23.87,-44.01,12.13
-74.04,-42.75,-1.18
-79.11,2.6,-0.57
-78.96,1.42,-1.35
-76.39,2.96,-1.32
21.41,0.71,-26.21
-25.96,1.07,-13.72
-25.42,0.34,-13.1
23.43,0.85,-0.2
21.71,0.87,0.65
23,0.62,-0.13
23.27,1.94,-0.49
22.36,0.59,-0.35
72.61,1.88,12.86
-76.77,1.82,-0.31
-25.54,-46.38,-13.42
-26.71,2.39,-13.5
21.87,0.1,-0.43
22.61,1.46,0
23.47,-0.34,0.35
22.87,2.7,0.37
24.48,1.78,0.63
-24.87,1.18,13.04
20.93,1.78,1.55
-24.85,-48.78,12.55
28.04,-46.7,-25.67
-22.11,-2.08,-13.17
28.13,-1.84,-0.93
27.88,-0.77,-0.83
28.49,-1.53,-0.91
-22.45,-0.07,11.67
25.78,2.09,-0.87
-24.18,-1.94,11.06
-73.51,-2.52,-2.2
125.25,-1.65,-1.04
-24.06,-2.19,-14.63
23.24,2.66,-26.6
-28.29,0.2,-14.82
-26.89,1.1,-13.43
-28.78,2.6,-13.65
23.45,1.7,-0.44
-24.39,1.92,-12.86
26.87,0.44,-0.08
27.12,-0.32,-0.24
28.06,0.44,-0.32
25.94,0.13,-0.41
27.36,1.98,-0.6
26.44,0.63,-0.98
-25.76,1.65,11.6
-26.89,0.46,-13.62
26.6,-0.17,-0.77
27.21,1.37,-1.33
28.67,-2.94,-1.3
28.36,-2.27,-1.48
28.83,-1.38,-1.78
28.06,-1.27,-1.97
29.12,-1.84,-2.18
28.09,-3.4,-2.01
26.06,-2.92,-1.92
-23.72,0,10.36
-27.07,-2.15,11.93
-74.15,-3.31,-0.54
-73.07,-4.36,-1.09
-23.73,-3.81,-13.15
-24.92,-2.74,-13.21
-22.26,-1.87,-12.54
-22.84,-3.24,-12.72
-23.1,0.49,-12.72
-22.06,0.74,-12.71
-20.04,0.23,-13.07
-22.31,0.98,-13.14
-23.72,2.08,-13.61
24.44,2.41,-0.06
24.58,1.68,-0.1
26.35,2.12,0.23
27.59,3.07,0.26
24.43,2.15,1.22
-28.96,1.6,14.56
-25.35,-46.16,-12.43
-25.31,-0.97,-12.44
28.92,-1.16,1.56
29.49,-1.24,1.05
28.56,-4.01,1.09
27.95,-2.43,0.93
27.73,-0.44,0.78
27.18,0.6,0.38
26.64,-2.04,0.76
26.69,-1.38,0.77
26.98,0.2,0.8
26.55,-1.48,0.41
27.03,0.48,0.52
26.94,-0.62,0.6
28.13,-0.88,0.24
27.16,1.13,0.01
28.22,3.26,0.31
27.03,-3.18,-0.44
26.35,-0.54,0.06
26.82,-1.93,0.1
25.99,-0.26,0.27
26.78,-0.62,-0.13
27.41,-1.38,0
28.79,0.8,-0.35
26.84,0.89,0.17
-23.54,0.54,12.17
-22.47,-4.36,11.72
-25.49,-2.26,11.73
-27.54,-3.42,-13.7
-74.83,-4.01,-0.97
-23.84,-1.7,-12.8
-24.02,-3.7,-13.15
27.34,-2.59,0.34
26.19,-1.25,0.3
28.22,-1.31,0.35
28.42,-3.72,-0.41
29.15,-4.3,-0.34
28.2,-2.63,-0.49
27.73,0.3,-0.32
24.5,-2.32,0.52
25.24,-0.65,-0.41
-75.47,-4.01,-1
-21.51,0.76,-13.27
28.06,1.1,-0.24
126.92,-51.6,0.17
77.14,-1.92,-13.16
27.23,1.6,0.1
26.89,-3.17,-0.03
28.9,-0.65,-0.57
26.69,-1.27,0.43
25.58,-0.63,0.17
24.75,-0.4,0.76
26.64,0.41,0.41
27.75,0.21,-0.07
26.76,0.51,-0.27
29.19,1.13,-0.57
29.26,0.87,-0.48
30.3,-0.1,-0.98
31.74,2.94,-1.19
32.42,1.25,-2.16
32.37,0.63,-2.37
28.96,2.71,-1.49
29.6,1.79,-1.85
-18.46,2.17,-15.02
-70.99,1.64,-1.76
-70.78,0.8,-1.35
-21.19,2.72,11.08
29.12,1.27,-1.22
27.99,-0.85,-0.87
28.81,0,-0.78
29.78,-0.3,-0.96
29.57,1.04,-1.02
-20.66,-1.65,11.96
-73.15,0.41,-1.2
-20.3,-0.06,-13.98
-75.3,0.87,-0.74
-71.82,1.85,-1.07
-23.88,1.56,12.29
-23.33,-1.37,-13.28
27.86,-4.01,0.15
28.76,0.35,0.1
27.64,-1.04,0.54
-21.52,-0.3,13.98
-23.42,1.31,13.33
26.28,4.63,1.38
26.42,0.87,1.13
28.65,0.62,1.68
29.58,0.35,1.67
28.15,1.33,1.51
78.79,0.93,-11.03
27.81,1.2,1.31
26.21,1.75,0.88
-25.92,2.4,-11.46
-26.94,-0.28,-11.18
-21.53,-0.93,-10.77
26.91,-0.62,2.1
26.08,0.01,2.49
26.06,2.31,2.64
28.24,1.14,2.77
28.78,-0.32,3.22
28.56,0.17,3.11
28,1.33,3.28
27.7,-0.52,3.57
29.15,-0.57,3.15
30.93,0.05,3.18
31.76,0.38,3.51
31.83,0.07,3.39
32.82,-2.39,2.75
34.38,0.49,2.69
38.42,-2.69,1.54
-21.19,-0.21,-10.92
-19.91,-4.1,14.42
-16.73,0.59,-12.59
34.29,0.35,0.74
-18.68,1.24,-13.3
35.35,0.41,-0.41
29.22,-0.89,0.3
-18.67,-49.7,12.28
-18.16,2.69,11.93
-15.52,-2.76,11.73
80.69,1.47,-11.77
-69.84,-0.17,-0.03
-19.48,-55.62,-12.72
-13.24,-3.51,-12.78
36.26,-0.49,-0.1
34.11,-0.37,-0.55
31.16,-0.13,0.05
34.33,-0.07,-0.98
32.8,-1.7,-0.76
-15.71,-0.3,-13.85
-19.15,-2.7,12.43
-17.79,-1.95,-13.45
-16.57,-1.33,-12.3
34.07,0.17,-24.98
-68.97,-49.68,0.55
34.49,-4.3,-25.56
-19.67,-1.16,-12.9
-14.05,-0.21,-12.51
-69.52,-1.73,0.57
-15.06,-0.15,-12.66
31.92,-2.28,0.26
-16.8,-4.17,-13.25
28.42,0.51,1.26
33.68,0.12,1.9
35.1,-0.8,1.57
33.93,-1.67,1.16
32.03,-0.76,1.67
32.46,-1.55,1.59
32.48,-1.27,1.16
31.61,-2.48,2.3
32.42,-2.63,1.48
32.37,-2.98,1.37
33.89,-2.61,0.91
32.49,-1.92,0.76
35.74,-1.08,0.23
-19.24,-1.03,13.86
-17.47,-3.95,13.19
-18.79,-3.66,12.77
-67.94,-2.41,0.24
-14.6,-2.1,-14.64
-17.65,-1.92,12.7
29.3,-1.37,-0.6
-18.12,-2.65,-14.18
-22.78,-5.2,-14.49
31.67,-5.11,-26.96
-17.82,-2.43,12.08
-20.44,-3.15,12.16
-20.4,0.66,-14.03
-16.83,0.51,-14.11
-21.16,4.14,-14.79
-17.89,1.09,-13.91
33.79,1.44,-0.63
29.78,0.55,-0.87
31.58,0.97,-1.08
-21.4,-0.13,12.47
32.82,-0.91,-0.83
32.64,0.15,-0.94
32.04,2.3,0.06
32.64,-0.35,-0.57
31.25,3.53,0
32.37,-1.37,-0.49
33.23,-0.54,0.1
34,0,-0.37
34.02,-1.26,-0.85
32.24,-1.75,-0.96
82.24,-1.15,-14.03
32.62,-2.63,-1.15
-68.94,-49.82,-1.25
-15.98,-2.6,-13.92
32.64,-2.41,-1.14
-14.28,-0.37,-15.07
34.95,-1.68,-1.65
33.8,-0.85,-1.52
32.3,-3.53,-1.82
33.36,-0.81,-2.01
33.68,-2.83,-2.34
32.51,-0.37,-1.96
34.41,-2.05,-2.74
30.68,0.78,-1.95
28.29,2.08,-2.54
31.38,0.96,-2.58
33.43,3.26,-2.39
-18.27,-0.62,10.8
-17.44,0.3,10.63
-18.93,-1.43,10.32
-16.15,-0.51,-15.24
-21.04,-4.38,-15
-19.47,-2.75,-15.17
34.95,-2.16,-1.64
32.73,-2.37,-2.29
33,-0.99,-2.03
32.33,-0.1,-1.97
30.97,0.41,-2.08
27.18,-2.04,-1.82
27.12,-0.63,-1.65
30.37,0.76,-1.7
32.1,-1.63,-2.38
32.71,-0.15,-1.99
35.15,-1.25,-3.2
31,1.86,-1.87
30.18,-1.41,-2.07
29.37,0.54,-1.98
82.2,0.28,-14.2
80.62,-0.91,-13.59
31.25,-3.51,-2.09
29.8,-1.88,-2.04
-17.94,-3.51,-14.93
-20.17,-1.42,-14.81
-70.38,-0.27,-2.78
-22.14,0.08,-15.68
-18.93,-1.37,-14.45
30.55,0.15,-2.22
29.55,0.87,-1.96
32.13,-0.43,-1.88
31.36,-0.13,-1.9
32.24,0.28,-2.17
32.33,-2.42,-2.11
32.1,-0.38,-1.95
29.62,-3.26,-1.48
-22.4,-3.35,-14.04
28.94,-1.61,-1.19
29.75,-1.15,-0.88
32.26,-1.03,-1.04
79.83,-2.01,-13.14
32.12,1.84,-1.4
30.25,-49.72,-0.73
30.03,-0.13,-1.27
29.26,-2.52,-0.55
-24.69,2.15,12.72
-23.42,-2.37,11.81
-72.43,-47.17,-1.48
-19.53,0.76,-13.24
30.07,1,-0.55
32.98,0.87,-0.74
30.57,0.7,-0.63
31.88,1.48,-0.82
29.64,-4.76,-0.57
27.32,-3.4,-1.11
-24.7,-2.08,-13.13
-24.6,-50.81,-12.72
30.07,0.78,0.27
31.25,-1.52,1.37
32.64,0.97,0.06
29.44,-0.28,0.51
-18.91,-1.53,12.72
-21.7,-0.08,12.42
32.55,-1.19,-0.17
32.67,1.36,-25.38
31.13,-0.38,-0.73
30.27,1.43,-0.48
31.18,-0.28,-0.99
30.82,0.8,-0.81
31.47,1.64,-1.05
31.15,-0.19,-0.99
31.25,2.31,-1.51
28.65,1.04,-1.94
29.76,1.26,-1.88
30.34,-0.23,-2.23
30.23,-3.44,-2.18
-26.48,-3.44,11.6
-27.12,-2.83,-13.47
-22.19,-2.3,-12.57
29.33,-1.72,0.78
-19.4,-0.08,-11.99
31.4,-2.23,0.74
-17.88,-2.88,12.84
-16.96,-1.97,12.47
29.94,0.82,-0.49
-17.28,-1.03,-13.69
32.49,0.01,-0.82
-19.52,2.2,11.86
27.84,-0.34,-0.57
-21.82,-1.32,12.73
-21.11,0.94,12.16
28.38,1.57,-0.05
-22.9,-1.15,-13.06
-19.91,0.52,-13.52
28.36,0.85,-0.2
30.52,2.23,0.03
27.12,-0.32,0.27
25.69,0.57,0.46
24.96,-1.04,0.12
29.21,-0.15,0.57
30.57,-0.65,0.28
30.93,-1.32,-0.2
30.52,-2.53,0.01
30.82,-4.56,-0.6
27.18,-1.49,-0.15
28.06,-1.26,-0.21
28.99,0.97,-0.76
29.69,-2.27,0.08
30.93,2.01,0.1
28.7,2.26,1
34.33,-2.43,0.17
30.55,2.78,0.87
-23.28,-1.04,13.6
30.25,-2,0.68
-16.52,-7.02,-12.03
32.22,-4.47,0.34
31.25,-3.48,-0.17
32.01,-4.05,-0.13
30.57,-0.59,1.13
29.94,-3.07,0.06
33.16,-2.01,0.54
33.39,-2.26,0.54
82.16,-0.51,-11.62
-19.26,-1.64,12.99
32.08,-0.59,-0.6
80.41,0.19,11.86
32.1,-2.11,-1.41
31.54,-1.2,-1.26
31.22,-1.7,-1.85
30.34,-0.54,-1.6
80.54,-1.54,-14.1
29.84,-1.11,-1.49
-20.64,0.55,-14.92
31.02,-1.86,-1.47
30.57,-0.34,-1.89
29.19,0.74,-1.98
27.82,-0.71,-1.79
29.39,-1.43,-1.47
28.79,-3.28,-1.76
-23.39,-0.68,-15.01
75.74,-3.77,-13.76
-25.18,-1.87,11.4
76.46,-5.82,-13.19
29.51,-2.52,-1.75
-19.11,-1.04,-14.39
29.6,-1.56,-1.64
29.78,0.65,-0.87
28.61,-0.52,-1.19
80.04,0.07,-13.44
26.08,2.67,-0.6
27.93,3.18,-1.36
28.09,2.5,-1.78
27.3,4.83,-1.55
-22.2,1.44,10.92
25.97,1.53,-1.3
27.18,-0.43,-1.7
30.52,51.84,-2.06
32.19,1.1,-1.68
29.58,2.98,-1.43
28.76,1.47,-1.72
25.49,2.94,-0.94
26.14,4.76,-1.35
24.46,2.56,-1.47
25.85,2.38,-1.22
26.73,3.28,-1.07
29.78,1.89,-0.87
28.83,2.63,-0.68
28.88,2.64,-1.11
27.61,3.68,-0.41
-22.9,-0.98,11.5
-22.69,2.74,11.33
28.56,0.19,-1.82
-70.85,1.54,-2.51
-76.41,1.33,-0.81
24.92,0.06,-26.19
-22.96,1.15,-13.96
-23.03,4.06,-13.05
29.92,0.15,-0.3
28.24,0.54,-0.86
30.25,-1.08,-0.89
28.4,-2.53,-0.43
-24.41,-2.29,12.88
-22.85,0.74,11.63
-74.97,-0.01,-0.59
-29.1,-4.21,-14.11
-23.98,-1.09,-12.57
27.61,-1.29,0.32
30.27,0.28,0.41
30.68,2.26,0.17
31.16,-0.35,-0.23
29.73,0.17,0.08
28.7,-2.96,-0.19
81.31,-0.86,-13.75
81.18,0,-14.5
30.09,0.94,-1.63
28.74,-0.49,-1.7
28.31,1.77,-2.05
27.86,2.4,-1.73
28.88,0.81,-1.98
30.66,-1.33,-2.71
76.24,-5.22,-13.79
-28.38,0.94,13.42
-72.71,1.93,-1.59
-73,-47.47,-1.13
78.68,-2.7,-12.8
24.33,0.52,-0.71
27.52,-1.31,-0.03
74.94,1.37,-12.65
22.57,1.57,25.85
75.52,3.88,-12.73
29.71,-47.51,-0.49
-21.81,2.09,11.49
-24.62,-0.2,-13.7
28.99,0.17,-1.35
36.89,-2.42,-25.97
30.98,-0.43,-27.45
-69.94,0.03,-1.52
-20.29,-2.01,-13.6
-14.3,-0.68,-14.63
29.17,0.6,-26.93
30.59,-2.19,-27.05
-19.14,-3.07,11.08
78.76,-1.71,-13.7
-18.84,-1.36,11.15
-19.97,-1.29,11.63
-22.22,0.86,12.59
-67.39,1.54,-0.35
-17.48,-47.24,12.24
-71.23,3.61,-0.82
-21.2,2.89,-13.28
-72.58,-0.98,-0.3
31.94,-0.52,-0.17
31.63,0.31,0
29.98,-0.35,-0.46
31.65,-0.49,-0.6
32.58,-1.1,-0.8
31.06,-0.57,-0.78
33.1,-0.71,-1.1
32.06,-1.09,-1.14
34.67,-1.37,-1.75
82.81,-1.97,-14.16
-68.37,-0.51,-2.34
-21.23,2.74,-14.37
-17.29,0.06,-14.74
-15.74,2.06,-13.21
-19.31,-0.52,-14.58
31.34,1.73,-1.38
30.7,0.38,-0.49
33.46,-2.85,-1.43
-14.91,0.87,-13.77
36.28,-4.58,-1.08
34.97,-2.14,-1.52
35.53,-1.51,-2.11
33.95,-2.1,-2.07
34.22,-4.56,-2.14
32.35,-1.9,-2.08
32.44,-0.27,-1.46
33.59,-2.23,-1.33
35.78,-2.84,-2.03
33.39,-2.38,-1.56
33.8,-4.03,-1.85
32.89,-3.86,-1.82
32.92,-1.94,-1.31
33.39,-1.37,-1.46
34.67,-2.16,-1.41
33.73,-2.37,-1.9
34.65,-3.68,-2.4
33.79,-3.77,-2.58
33.55,-4.41,-2.85
31.36,-2.15,-2.58
33.57,-3.05,-2.75
30.72,-2.63,-2.05
29.71,-2.6,-2.48
30.97,0.38,-2.54
30.55,-1.97,-2.67
31.81,-1.3,-2.5
34.22,-0.94,-2.78
33.75,0.87,-3.06
32.46,-4.34,-3.04
30.1,-1.02,-2.72
34.65,-1.51,-3.53
31.88,-0.13,-3.59
32.31,0.1,-3.75
30.77,-0.2,-4.01
29.85,-1.56,-3.92
29.15,-2.66,-3.55
28.83,-1.75,-3.48
28.81,0.3,-1.74
30.37,-0.01,-1.56
30.72,-2.62,-1.73
-20.6,-2.78,10.5
28.81,-0.59,-1.66
32.42,-0.63,-1.19
32.28,0.63,-0.78
33.34,0.63,-1.07
30.73,1.51,-1.2
32.13,2.63,-2
30.66,2.19,-1.81
29.48,-1.66,-2.01
28.67,-0.68,-1.64
-22.23,-1.13,11.28
31.56,-1.86,-1.21
-19.39,2.16,-14.06
32.53,-1.31,-1.04
32.35,0.94,-1.43
32.92,1.62,-1.41
28.92,-1.02,-1.53
29.84,2.41,-1.4
78.28,4.85,-14.04
27.82,3.02,-0.93
-67.9,0.89,-1.65
-73.93,-51.84,-0.13
29.19,-46.57,-25.74
-23.79,2.44,-13.7
27.82,2.69,-0.34
25.35,2.82,-0.13
76.95,3.48,-12.48
26.69,3.15,-25.9
-19.5,1.56,-13.76
-18.25,-0.97,-13.8
28.94,-0.52,-0.54
-20.46,-0.59,-13.32
31.11,1.13,-0.19
-23.01,0.83,12.55
-69.95,0.44,-1.26
-72.9,-2.33,-0.66
-74.73,0.15,-0.57
-20.55,-46.81,-13.51
77.91,4.78,13.22
29.8,-0.12,-0.57
29.08,2.61,-0.38
30.63,-0.43,-0.46
31.47,0.63,-0.52
30.23,0.68,-1.4
32.51,-0.74,-1.64
31.74,0.68,-1.14
30.93,0.65,-1.53
31.58,1.18,-1.96
32.3,1,-2.2
-18.02,-1.08,-14.64
-20.49,0.1,10.55
-19.22,-46.29,10.49
-20.47,1.48,10.71
-25.4,2.86,-14.13
-21.96,2.51,-14.22
30.7,1.71,-0.65
31.69,1.72,-0.82
31.34,2.01,-0.24
-18,1.49,12.38
-18.41,0.13,-14.13
-19.14,-0.41,12.83
-68.08,-1.33,-1.68
38.89,-0.81,-25.18
30.86,-4.45,24.25
31.69,-3.31,-0.97
32.19,-3.42,-1.86
31.94,-1.98,-2.03
31.51,-2.23,-2.18
31.99,-2.33,-2.2
-20.05,-0.93,11.37
-22.46,-1.98,11.3
29.46,-3.59,-1.53
-17.66,-3.07,-14.12
80.9,-3.35,11.91
34.18,-1.53,-0.76
33.3,-1.81,-1.18
33.16,0.13,-1.48
31.15,-0.27,-1.49
33.01,3.64,-1.74
32.1,0.06,-1.4
79.86,-0.77,-14.06
-17.46,-2.6,11.06
-19.07,1.31,11.71
31.36,1.92,-26.91
-19.94,5.38,-13.96
30.25,3.61,-26.73
28.49,4.23,-1.78
26.78,0.82,-1.42
78.4,-0.55,-14.32
-24.01,1.35,11.95
-24.05,-0.68,12.34
27.77,-1.1,-0.76
-21.1,1.43,-13.33
29.24,0.87,0.03
29.67,-2.19,0.06
-21.61,0.7,13.34
78.78,-2.36,-12.51
-71.53,-1.36,0.43
78.02,-0.38,-11.49
-22.83,-1.6,13.42
-21.69,-2.75,-11.51
-24.39,-1.09,13.61
27.27,-3.42,1.66
-22.31,-2.88,14.04
-22.48,0.05,-12.15
28.79,-0.44,1.08
30.46,-1.24,0.4
30.57,-0.52,0.07
31.56,-0.82,-0.35
31.43,-4.36,-0.54
-72.58,-3.24,-1.31
-25.02,-3.5,12.17
26.94,1.72,-1.3
79.06,2.61,-13.41
78.28,-50.88,-11.96
-19.62,-1.1,11.76
-16.69,-1.14,10.37
-21.17,-48.1,-14.25
26.06,0.98,-26.39
-22.34,-2.56,-14.1
28.83,-0.62,-0.93
-19.53,-1.04,11.42
29.49,-1.85,-1.05
28.47,-0.6,-1.02
28.85,-1.42,-1.43
-21.63,1.25,11.96
-23.36,-4.49,11.9
27.72,0.68,-0.57
-20.55,-47.08,-14.09
28.85,-1.99,-1.09
28.79,-0.2,-1.33
30.66,-4.47,-0.66
29.94,0.37,-1.11
30.21,-0.71,-0.7
-20.39,1.89,12.28
31.18,1.18,-0.68
30.41,3.15,-0.89
32.51,-1.43,-0.49
28.67,-0.41,0.21
33.19,-5,-0.46
32.08,-4.61,0.43
-18.1,-3.84,-13.47
77.97,1.53,-13.41
30.21,-0.15,-0.49
-20.45,-0.88,-13.6
-16.8,-2.41,-14.48
34.41,-0.62,-1.67
34.59,-0.52,-2.45
33.36,0.76,-2.6
29.62,-3.81,-2.83
30.25,-1.97,-3.2
27.02,-5.11,-2.73
25.36,1.64,-2.7
25.81,7,-2.01
29.6,3.24,-1.84
23.1,5.15,-0.98
23.16,3.29,-1.14
29.39,-0.57,0.57
32.46,-2.38,1.04
30.7,-3.44,1.22
30.68,-0.35,0.6
29.8,-3.13,0
28.92,-0.3,0.4
29.26,0.57,0.73
27.75,-1.64,0.55
29.06,0.71,0.51
29.85,-4.03,0.1
28.33,-5.27,-0.24
28.24,-5.79,-0.28
30.32,-4.12,-0.38
30.82,-5.33,-0.94
28.94,-3.84,-0.68
77.23,-2.81,-13
-25.42,-2.39,12.72
-25.87,-1.48,13.67
-27.63,-3.2,-12.07
24.71,-1.64,1.36
28.61,-0.27,1.53
27.52,3.66,1.48
29.62,4.17,1.42
28.47,-1.1,0.7
27.32,0.06,0.37
27.23,0.12,0.6
29.28,-0.24,0.19
25.42,1.75,0.88
27.23,-1.27,-0.43
26.8,3.29,-0.3
26.05,-46.99,0
25.06,-48.01,0.49
-75.02,0.57,0.52
24.75,0.12,0.74
-22.68,0.97,13.34
-74.94,2.75,0.94
76.66,0.99,-11.81
78.65,1.48,13.51
28.97,-46.86,0.57
27.46,-1.29,0.86
26.75,1.07,1.65
-23.62,-0.52,-11.52
26.01,-47.15,0.99
26.62,-0.06,-23.63
-74.61,-0.24,1.03
-23.51,0.35,14.86
28.45,0.41,1.85
78.11,-47.92,-11.14
-70.95,0.46,1.48
27.97,0.62,26.71
77.61,-45.17,-10.66
29.55,3.28,-24.25
24.77,1.9,-23.91
29.8,0.52,1.21
75.62,0.2,14.18
28.27,-0.94,1.37
-24.07,1.09,-11.6
28.69,1.1,1.18
27.77,0.57,1.09
26.57,3.88,1.61
26.14,3.99,1.68
26.15,-0.87,1.31
28.56,1.42,1.79
30.41,-0.19,1.97
30.57,-1.76,1.48
30,-2.03,1.55
31.36,-0.88,1.15
29.62,-0.8,1.27
27.34,-2.58,1.37
28.99,-2.3,0.54
29.82,-1.37,0.38
29.53,-0.63,-0.41
28.94,-3.94,-0.98
30.59,-2.85,-0.63
31.47,-4.06,-0.68
-19.58,-2.98,11.4
-20.63,0.44,12.47
28.34,-0.28,-0.65
-20.48,1.64,-14.39
79.22,1.7,-12.96
80.61,3.79,-13.26
32.4,1.96,-1.07
31.74,2.59,-1.47
-18.43,-0.03,-15.12
33.8,0.97,-1.64
30.89,-1.48,-1.97
31.34,1.02,-2.28
31.7,-0.35,-2.2
30.66,-0.98,-2.34
31.2,-1.78,-1.68
-17.44,0.91,10.64
-21.68,-1.31,11.63
-70.74,-1.37,-2.25
-17.23,-0.15,-13.35
86.69,-50.88,-14.67
-18.81,-1.66,12.2
33.93,-2.75,-1.55
35.51,-0.23,-1.71
34.24,-0.37,-1.9
32.82,0.59,-2.05
35.67,-1.95,-2.47
35.44,-1.56,-2.16
34.63,-0.51,-1.94
35.8,-1.09,-3.05
35.22,-1.64,-2.94
34.94,-0.28,-3.15
33.43,-0.63,-3.2
32.49,0.27,-3.61
-16.91,0.55,9.08
31.72,0.44,-3.08
-18.37,1.37,-16.71
38.04,2.49,-3.29
35.74,0.77,-2.94
79.53,-0.27,-14.39
80.25,1.2,-15.36
30.14,0.65,-2.85
31.86,0.31,-27.34
79.85,1.64,-13.31
35.24,-1.35,-1.82
-16.05,-1.66,-14.74
34.29,-0.1,-1.32
35.29,-1.66,-3.26
37.68,-1.14,-3.03
37.58,-1.46,-2.86
-14.54,-1.37,-16.11
-14.97,0.92,-14.51
82.59,-0.98,-15.19
78.67,0.27,-14.44
25.2,-2.38,-0.97
26.75,-1.65,-0.98
31.63,-5.44,-0.6
34.11,-3.08,-0.57
31.02,-1.41,-0.49
81.3,-1.48,-12.99
29.87,-1.26,-0.76
33.07,-0.63,-1.95
34.27,0.6,-2.15
31.79,0.31,-1.88
-15.94,1.66,9.57
-66.87,-0.06,-3.09
-16.48,-47.63,-14.79
-20.25,0.93,-15.35
32.94,-3.24,-27.88
-18.94,-1.88,11.37
28.58,-47.63,-26.06
30.73,-48.06,-0.83
82.85,-0.52,11.78
-18.44,-1.53,-13.65
-17.87,-0.44,-13.94
-16.16,-49.91,-14.4
-18.97,1.73,-13.8
-19.87,-4.1,-14.33
-18.25,0.13,-14.44
30.84,3.73,-0.76
30.68,3.9,-1.04
27.91,5.15,-0.24
32.69,4.76,-1.42
28.34,4.47,-0.91
28.79,3.31,-0.68
79.36,5.29,-13.19
-22.58,1.95,12.79
-70.59,4.85,-0.94
-74.93,-41.15,0.43
-73.58,6.3,0.2
26.03,4.16,0.92
-19.38,2.19,-11.63
32.58,0.26,1.7
30.61,0.49,1.41
31.85,0.74,1.52
33.68,-2.16,0.96
-18.05,-2.1,13.53
-17.2,-1.57,12.3
-16.68,-49.39,-12.88
33,-0.91,-0.74
32.64,-0.24,-0.88
34.29,0.82,-1.21
81.37,-0.49,-13.6
27.88,-1.15,-0.81
28.16,3.35,-0.82
31.7,0.63,-0.27
34.59,-2.36,-0.66
30.05,-3.15,0.91
30.25,-3.46,0.31
30.43,-3.18,-0.1
30,-3.75,-0.27
32.06,-4.61,-0.51
32.89,-50.74,-0.54
30.48,-1.57,0.28
29.75,-50.97,-0.41
30.09,2,-0.01
30.27,1.77,-0.31
30.05,0.37,-0.41
31.09,-0.34,-0.92
29.24,-2.96,-0.57
28.29,1.27,-0.05
28.61,-1.97,-0.06
29.51,-0.07,0.17
31.18,-0.23,0.93
78.93,0.24,-11.28
25.87,2.38,1.26
28.36,1.26,0.65
-20.93,1.67,-12.66
32.82,-2.85,0.54
28.56,-0.43,0.24
33.91,-2.07,-0.48
27.16,-3.24,0.76
28.58,-2.66,0.98
29.03,1.04,0.28
28.58,0.89,0.52
28.76,2.94,0.08
29.71,1.88,0.24
31.33,1.86,-0.15
30.41,0.28,-0.34
28.94,2.26,-0.76
26.73,2.08,-0.32
76.75,2.99,-13.04
27.66,4.82,-0.87
25.4,4.45,0.24
27.11,1.97,-0.28
28.15,0.17,-0.49
29.46,1.44,0.06
80.47,-47.35,-12.86
75.41,3.08,-11.9
26.89,3.2,0.49
77.96,3.02,13.65
27.95,1.99,0.38
29.08,0.86,0.73
28.56,1.35,0.76
-22.19,5.71,-12.48
27.81,-1.4,0.35
30.48,-0.41,-0.03
75.42,0.8,-11.81
-23.42,3.95,13.35
-22.94,5.9,12.7
-23.09,-45.95,13.13
-73.35,-47.67,0.37
-19.4,-47.42,-13.06
-17.52,-0.2,-13.16
29.94,1.32,1.08
77.42,-3.15,-12.15
29.26,-0.91,0.63
77.85,-0.57,-11.94
34.02,-2.99,-0.2
-21.49,1.42,12.73
27.82,-1.04,-0.46
32.03,-1.7,-1.43
-23.31,0.05,12.54
81.41,1.73,-13.71
79.11,-2.07,-13.56
29.64,-2.04,-26.42
-19.07,-0.99,10.96
-22.03,-2.47,11.5
-71.16,-0.74,-2.41
-69.59,-1.7,-1.75
-20.73,-1.31,-15.18
29.48,-1.86,-2.52
-20.01,-0.31,10.15
-22.66,-1.07,11.01
79.65,-3.59,-14.19
-72.68,-48.35,-2.26
27.86,-0.93,-27.91
28.51,0.68,-26.94
-20.06,-0.05,10.32
-23.25,-1.32,-14.3
-24.59,0.08,-13.77
27.48,3.95,-0.2
29.58,1,0.2
77.97,2.5,-11.54
30.79,2.53,0.89
29.96,3.62,0.35
78.96,1.53,-12.31
30.23,2.38,-0.06
28.9,5.11,-0.13
31.34,2.77,0.46
-17.54,1.31,-13.12
29.1,2.3,-25.22
29.85,0.98,0.35
-69.8,-52.46,-1.55
-17.66,-0.15,-12.46
77.79,0.49,12.34
