uf,vf,wf
24.81,-2.47,1.09
24.81,-2.47,1.09
24.81,-2.47,1.09
24.81,-2.47,1.09
24.81,-2.47,1.09
28.0,-0.13,0.77
30.59,-0.06,-0.49
27.02,-2.05,-1.07
27.09,-1.37,-1.18
28.13,0.06,-1.11
29.39,1.37,-1.25
29.33,1.64,-1.52
26.94,2.51,-1.48
26.51,2.32,-1.78
25.97,0.74,-1.95
25.67,0.41,-1.99
24.875,0.715,-1.59
24.4775,0.8675,-1.39
24.08,1.02,-1.19
24.44,0.99,-1.18
23.86,-0.1,-0.86
23.57,-0.645,-0.7
23.28,-1.19,-0.54
23.465,0.59,-0.265
23.5575,1.48,-0.1275
23.6037,1.925,-0.0588
23.65,2.37,0.01
23.445,1.16,0.29
23.3425,0.555,0.43
23.2912,0.2525,0.5
23.2656,0.1013,0.535
23.2528,0.0256,0.5525
23.2464,-0.0122,0.5612
23.2432,-0.0311,0.5656
23.24,-0.05,0.57
24.3,0.63,0.57
24.055,0.31,0.515
23.9325,0.15,0.4875
23.8712,0.07,0.4738
23.8406,0.03,0.4669
23.8253,0.01,0.4634
23.8176,0.0,0.4617
23.8138,-0.005,0.4608
23.8119,-0.0075,0.4604
23.8109,-0.0088,0.4602
23.8104,-0.0094,0.4601
23.8102,-0.0097,0.46
23.8101,-0.0099,0.46
23.81,-0.01,0.46
23.81,-0.01,0.46
23.81,-0.01,0.46
23.81,-0.01,0.46
23.81,-0.01,0.46
24.38,0.2,0.585
24.95,0.41,0.71
23.75,-0.44,0.74
24.57,-0.54,0.57
24.0,0.155,0.185
23.715,0.5025,-0.0075
23.5725,0.6762,-0.1038
23.5012,0.7631,-0.1519
23.4656,0.8066,-0.176
23.4478,0.8283,-0.188
23.4389,0.8392,-0.194
23.4344,0.8446,-0.197
23.4322,0.8473,-0.1985
23.4311,0.8486,-0.1992
23.4306,0.8493,-0.1996
23.43,0.85,-0.2
21.71,0.87,0.65
23.0,0.62,-0.13
23.27,1.94,-0.49
22.36,0.59,-0.35
22.115,0.345,-0.39
21.9925,0.2225,-0.41
21.9312,0.1612,-0.42
21.9006,0.1306,-0.425
21.87,0.1,-0.43
22.61,1.46,0.0
23.47,-0.34,0.35
22.87,2.7,0.37
24.48,1.78,0.63
22.705,1.78,1.09
20.93,1.78,1.55
24.53,-0.03,0.31
26.33,-0.935,-0.31
27.23,-1.3875,-0.62
28.13,-1.84,-0.93
27.88,-0.77,-0.83
28.49,-1.53,-0.91
27.135,0.28,-0.89
25.78,2.09,-0.87
24.615,1.895,-0.655
24.0325,1.7975,-0.5475
23.7412,1.7488,-0.4938
23.5956,1.7244,-0.4669
23.5228,1.7122,-0.4534
23.4864,1.7061,-0.4467
23.4682,1.703,-0.4434
23.4591,1.7015,-0.4417
23.45,1.7,-0.44
25.16,1.07,-0.26
26.87,0.44,-0.08
27.12,-0.32,-0.24
28.06,0.44,-0.32
25.94,0.13,-0.41
27.36,1.98,-0.6
26.44,0.63,-0.98
26.52,0.23,-0.875
26.56,0.03,-0.8225
26.6,-0.17,-0.77
27.21,1.37,-1.33
28.67,-2.94,-1.3
28.36,-2.27,-1.48
28.83,-1.38,-1.78
28.06,-1.27,-1.97
29.12,-1.84,-2.18
28.09,-3.4,-2.01
26.06,-2.92,-1.92
25.25,-0.255,-0.99
24.845,1.0775,-0.525
24.6425,1.7438,-0.2925
24.5412,2.0769,-0.1762
24.4906,2.2434,-0.1181
24.4653,2.3267,-0.089
24.4526,2.3684,-0.0745
24.4463,2.3892,-0.0672
24.4432,2.3996,-0.0636
24.4416,2.4048,-0.0618
24.4408,2.4074,-0.0609
24.4404,2.4087,-0.0604
24.4402,2.4094,-0.0602
24.44,2.41,-0.06
24.58,1.68,-0.1
26.35,2.12,0.23
27.59,3.07,0.26
24.43,2.15,1.22
26.675,0.495,1.39
27.7975,-0.3325,1.475
28.3588,-0.7462,1.5175
28.92,-1.16,1.56
29.49,-1.24,1.05
28.56,-4.01,1.09
27.95,-2.43,0.93
27.73,-0.44,0.78
27.18,0.6,0.38
26.64,-2.04,0.76
26.69,-1.38,0.77
26.98,0.2,0.8
26.55,-1.48,0.41
27.03,0.48,0.52
26.94,-0.62,0.6
28.13,-0.88,0.24
27.16,1.13,0.01
28.22,3.26,0.31
27.03,-3.18,-0.44
26.35,-0.54,0.06
26.82,-1.93,0.1
25.99,-0.26,0.27
26.78,-0.62,-0.13
27.41,-1.38,0.0
28.79,0.8,-0.35
26.84,0.89,0.17
27.09,-0.85,0.255
27.215,-1.72,0.2975
27.2775,-2.155,0.3188
27.3088,-2.3725,0.3294
27.3244,-2.4812,0.3347
27.3322,-2.5356,0.3374
27.3361,-2.5628,0.3387
27.34,-2.59,0.34
26.19,-1.25,0.3
28.22,-1.31,0.35
28.42,-3.72,-0.41
29.15,-4.3,-0.34
28.2,-2.63,-0.49
27.73,0.3,-0.32
24.5,-2.32,0.52
25.24,-0.65,-0.41
26.65,0.225,-0.325
27.355,0.6625,-0.2825
28.06,1.1,-0.24
27.645,1.35,-0.07
27.4375,1.475,0.015
27.23,1.6,0.1
26.89,-3.17,-0.03
28.9,-0.65,-0.57
26.69,-1.27,0.43
25.58,-0.63,0.17
24.75,-0.4,0.76
26.64,0.41,0.41
27.75,0.21,-0.07
26.76,0.51,-0.27
29.19,1.13,-0.57
29.26,0.87,-0.48
30.3,-0.1,-0.98
31.74,2.94,-1.19
32.42,1.25,-2.16
32.37,0.63,-2.37
28.96,2.71,-1.49
29.6,1.79,-1.85
29.36,1.53,-1.535
29.24,1.4,-1.3775
29.18,1.335,-1.2988
29.15,1.3025,-1.2594
29.12,1.27,-1.22
27.99,-0.85,-0.87
28.81,0.0,-0.78
29.78,-0.3,-0.96
29.57,1.04,-1.02
28.715,-1.485,-0.435
28.2875,-2.7475,-0.1425
28.0738,-3.3788,0.0038
27.9669,-3.6944,0.0769
27.9134,-3.8522,0.1134
27.8867,-3.9311,0.1317
27.8734,-3.9706,0.1408
27.86,-4.01,0.15
28.76,0.35,0.1
27.64,-1.04,0.54
26.96,1.795,0.96
26.62,3.2125,1.17
26.28,4.63,1.38
26.42,0.87,1.13
28.65,0.62,1.68
29.58,0.35,1.67
28.15,1.33,1.51
27.98,1.265,1.41
27.81,1.2,1.31
26.21,1.75,0.88
26.56,0.565,1.49
26.735,-0.0275,1.795
26.8225,-0.3238,1.9475
26.91,-0.62,2.1
26.08,0.01,2.49
26.06,2.31,2.64
28.24,1.14,2.77
28.78,-0.32,3.22
28.56,0.17,3.11
28.0,1.33,3.28
27.7,-0.52,3.57
29.15,-0.57,3.15
30.93,0.05,3.18
31.76,0.38,3.51
31.83,0.07,3.39
32.82,-2.39,2.75
34.38,0.49,2.69
38.42,-2.69,1.54
36.355,-1.17,1.14
35.3225,-0.41,0.94
34.8062,-0.03,0.84
34.29,0.35,0.74
34.82,0.38,0.165
35.35,0.41,-0.41
29.22,-0.89,0.3
32.74,-0.69,0.1
34.5,-0.59,0.0
35.38,-0.54,-0.05
35.82,-0.515,-0.075
36.04,-0.5025,-0.0875
36.15,-0.4962,-0.0938
36.205,-0.4931,-0.0969
36.26,-0.49,-0.1
34.11,-0.37,-0.55
31.16,-0.13,0.05
34.33,-0.07,-0.98
32.8,-1.7,-0.76
32.36,-1.99,-0.25
32.14,-2.135,0.005
32.03,-2.2075,0.1325
31.975,-2.2438,0.1962
31.9475,-2.2619,0.2281
31.9338,-2.271,0.244
31.9269,-2.2755,0.252
31.9234,-2.2778,0.256
31.9217,-2.2789,0.258
31.9208,-2.2794,0.259
31.9204,-2.2797,0.2595
31.92,-2.28,0.26
30.17,-0.885,0.76
28.42,0.51,1.26
33.68,0.12,1.9
35.1,-0.8,1.57
33.93,-1.67,1.16
32.03,-0.76,1.67
32.46,-1.55,1.59
32.48,-1.27,1.16
31.61,-2.48,2.3
32.42,-2.63,1.48
32.37,-2.98,1.37
33.89,-2.61,0.91
32.49,-1.92,0.76
35.74,-1.08,0.23
32.52,-1.225,-0.185
30.91,-1.2975,-0.3925
30.105,-1.3338,-0.4962
29.7025,-1.3519,-0.5481
29.5012,-1.361,-0.574
29.4006,-1.3655,-0.587
29.3,-1.37,-0.6
31.545,0.035,-0.615
32.6675,0.7375,-0.6225
33.2288,1.0888,-0.6262
33.5094,1.2644,-0.6281
33.6497,1.3522,-0.629
33.7198,1.3961,-0.6295
33.7549,1.418,-0.6298
33.7724,1.429,-0.6299
33.7812,1.4345,-0.63
33.79,1.44,-0.63
29.78,0.55,-0.87
31.58,0.97,-1.08
32.2,0.03,-0.955
32.82,-0.91,-0.83
32.64,0.15,-0.94
32.04,2.3,0.06
32.64,-0.35,-0.57
31.25,3.53,0.0
32.37,-1.37,-0.49
33.23,-0.54,0.1
34.0,0.0,-0.37
34.02,-1.26,-0.85
32.24,-1.75,-0.96
32.43,-2.19,-1.055
32.62,-2.63,-1.15
32.63,-2.52,-1.145
32.635,-2.465,-1.1425
32.64,-2.41,-1.14
33.795,-2.045,-1.395
34.95,-1.68,-1.65
33.8,-0.85,-1.52
32.3,-3.53,-1.82
33.36,-0.81,-2.01
33.68,-2.83,-2.34
32.51,-0.37,-1.96
34.41,-2.05,-2.74
30.68,0.78,-1.95
28.29,2.08,-2.54
31.38,0.96,-2.58
33.43,3.26,-2.39
34.19,0.55,-2.015
34.57,-0.805,-1.8275
34.76,-1.4825,-1.7338
34.855,-1.8212,-1.6869
34.9025,-1.9906,-1.6634
34.9263,-2.0753,-1.6517
34.95,-2.16,-1.64
32.73,-2.37,-2.29
33.0,-0.99,-2.03
32.33,-0.1,-1.97
30.97,0.41,-2.08
27.18,-2.04,-1.82
27.12,-0.63,-1.65
30.37,0.76,-1.7
32.1,-1.63,-2.38
32.71,-0.15,-1.99
35.15,-1.25,-3.2
31.0,1.86,-1.87
30.18,-1.41,-2.07
29.37,0.54,-1.98
30.31,-1.485,-2.035
30.78,-2.4975,-2.0625
31.25,-3.51,-2.09
29.8,-1.88,-2.04
30.175,-0.865,-2.13
30.3625,-0.3575,-2.175
30.4562,-0.1038,-2.1975
30.5031,0.0231,-2.2088
30.5266,0.0866,-2.2144
30.55,0.15,-2.22
29.55,0.87,-1.96
32.13,-0.43,-1.88
31.36,-0.13,-1.9
32.24,0.28,-2.17
32.33,-2.42,-2.11
32.1,-0.38,-1.95
29.62,-3.26,-1.48
29.28,-2.435,-1.335
28.94,-1.61,-1.19
29.75,-1.15,-0.88
32.26,-1.03,-1.04
32.19,0.405,-1.22
32.12,1.84,-1.4
31.075,0.855,-1.335
30.03,-0.13,-1.27
29.26,-2.52,-0.55
29.665,-0.76,-0.55
29.8675,0.12,-0.55
29.9688,0.56,-0.55
30.0194,0.78,-0.55
30.07,1.0,-0.55
32.98,0.87,-0.74
30.57,0.7,-0.63
31.88,1.48,-0.82
29.64,-4.76,-0.57
27.32,-3.4,-1.11
28.695,-1.31,-0.42
29.3825,-0.265,-0.075
30.07,0.78,0.27
31.25,-1.52,1.37
32.64,0.97,0.06
29.44,-0.28,0.51
30.995,-0.735,0.17
31.7725,-0.9625,0.0
32.55,-1.19,-0.17
31.84,-0.785,-0.45
31.13,-0.38,-0.73
30.27,1.43,-0.48
31.18,-0.28,-0.99
30.82,0.8,-0.81
31.47,1.64,-1.05
31.15,-0.19,-0.99
31.25,2.31,-1.51
28.65,1.04,-1.94
29.76,1.26,-1.88
30.34,-0.23,-2.23
30.23,-3.44,-2.18
29.78,-2.58,-0.7
29.555,-2.15,0.04
29.4425,-1.935,0.41
29.33,-1.72,0.78
30.365,-1.975,0.76
31.4,-2.23,0.74
30.67,-0.705,0.125
30.305,0.0575,-0.1825
29.94,0.82,-0.49
31.215,0.415,-0.655
32.49,0.01,-0.82
30.165,-0.165,-0.695
27.84,-0.34,-0.57
28.11,0.615,-0.31
28.245,1.0925,-0.18
28.38,1.57,-0.05
28.37,1.21,-0.125
28.365,1.03,-0.1625
28.36,0.85,-0.2
30.52,2.23,0.03
27.12,-0.32,0.27
25.69,0.57,0.46
24.96,-1.04,0.12
29.21,-0.15,0.57
30.57,-0.65,0.28
30.93,-1.32,-0.2
30.52,-2.53,0.01
30.82,-4.56,-0.6
27.18,-1.49,-0.15
28.06,-1.26,-0.21
28.99,0.97,-0.76
29.69,-2.27,0.08
30.93,2.01,0.1
28.7,2.26,1.0
34.33,-2.43,0.17
30.55,2.78,0.87
30.4,0.39,0.775
30.25,-2.0,0.68
31.235,-3.235,0.51
32.22,-4.47,0.34
31.25,-3.48,-0.17
32.01,-4.05,-0.13
30.57,-0.59,1.13
29.94,-3.07,0.06
33.16,-2.01,0.54
33.39,-2.26,0.54
32.735,-1.425,-0.03
32.4075,-1.0075,-0.315
32.08,-0.59,-0.6
32.09,-1.35,-1.005
32.1,-2.11,-1.41
31.54,-1.2,-1.26
31.22,-1.7,-1.85
30.34,-0.54,-1.6
30.09,-0.825,-1.545
29.84,-1.11,-1.49
30.43,-1.485,-1.48
31.02,-1.86,-1.47
30.57,-0.34,-1.89
29.19,0.74,-1.98
27.82,-0.71,-1.79
29.39,-1.43,-1.47
28.79,-3.28,-1.76
29.15,-2.9,-1.755
29.33,-2.71,-1.7525
29.42,-2.615,-1.7512
29.465,-2.5675,-1.7506
29.51,-2.52,-1.75
29.555,-2.04,-1.695
29.6,-1.56,-1.64
29.78,0.65,-0.87
28.61,-0.52,-1.19
27.345,1.075,-0.895
26.08,2.67,-0.6
27.93,3.18,-1.36
28.09,2.5,-1.78
27.3,4.83,-1.55
26.635,3.18,-1.425
25.97,1.53,-1.3
27.18,-0.43,-1.7
29.685,0.335,-1.69
32.19,1.1,-1.68
29.58,2.98,-1.43
28.76,1.47,-1.72
25.49,2.94,-0.94
26.14,4.76,-1.35
24.46,2.56,-1.47
25.85,2.38,-1.22
26.73,3.28,-1.07
29.78,1.89,-0.87
28.83,2.63,-0.68
28.88,2.64,-1.11
27.61,3.68,-0.41
28.085,1.935,-1.115
28.3225,1.0625,-1.4675
28.56,0.19,-1.82
29.24,0.17,-1.06
29.58,0.16,-0.68
29.75,0.155,-0.49
29.835,0.1525,-0.395
29.8775,0.1512,-0.3475
29.92,0.15,-0.3
28.24,0.54,-0.86
30.25,-1.08,-0.89
28.4,-2.53,-0.43
28.005,-1.91,-0.055
27.8075,-1.6,0.1325
27.7088,-1.445,0.2262
27.6594,-1.3675,0.2731
27.6347,-1.3287,0.2966
27.61,-1.29,0.32
30.27,0.28,0.41
30.68,2.26,0.17
31.16,-0.35,-0.23
29.73,0.17,0.08
28.7,-2.96,-0.19
29.395,-1.01,-0.91
29.7425,-0.035,-1.27
30.09,0.94,-1.63
28.74,-0.49,-1.7
28.31,1.77,-2.05
27.86,2.4,-1.73
28.88,0.81,-1.98
30.66,-1.33,-2.71
27.495,-0.405,-1.71
25.9125,0.0575,-1.21
25.1212,0.2888,-0.96
24.7256,0.4044,-0.835
24.5278,0.4622,-0.7725
24.33,0.52,-0.71
27.52,-1.31,-0.03
28.255,-0.57,-0.69
28.6225,-0.2,-1.02
28.8062,-0.015,-1.185
28.8981,0.0775,-1.2675
28.944,0.1238,-1.3088
28.967,0.1469,-1.3294
28.99,0.17,-1.35
30.465,-0.175,-0.76
31.2025,-0.3475,-0.465
31.5712,-0.4338,-0.3175
31.7556,-0.4769,-0.2438
31.8478,-0.4984,-0.2069
31.8939,-0.5092,-0.1884
31.917,-0.5146,-0.1792
31.9285,-0.5173,-0.1746
31.9342,-0.5187,-0.1723
31.9371,-0.5194,-0.1712
31.9386,-0.5197,-0.1706
31.9393,-0.5198,-0.1703
31.9396,-0.5199,-0.1702
31.9398,-0.52,-0.1701
31.9399,-0.52,-0.17
31.94,-0.52,-0.17
31.94,-0.52,-0.17
31.94,-0.52,-0.17
31.63,0.31,0.0
29.98,-0.35,-0.46
31.65,-0.49,-0.6
32.58,-1.1,-0.8
31.06,-0.57,-0.78
33.1,-0.71,-1.1
32.06,-1.09,-1.14
34.67,-1.37,-1.75
33.005,0.18,-1.565
32.1725,0.955,-1.4725
31.7562,1.3425,-1.4262
31.5481,1.5362,-1.4031
31.444,1.6331,-1.3916
31.392,1.6816,-1.3858
31.34,1.73,-1.38
30.7,0.38,-0.49
33.46,-2.85,-1.43
34.87,-3.715,-1.255
36.28,-4.58,-1.08
34.97,-2.14,-1.52
35.53,-1.51,-2.11
33.95,-2.1,-2.07
34.22,-4.56,-2.14
32.35,-1.9,-2.08
32.44,-0.27,-1.46
33.59,-2.23,-1.33
35.78,-2.84,-2.03
33.39,-2.38,-1.56
33.8,-4.03,-1.85
32.89,-3.86,-1.82
32.92,-1.94,-1.31
33.39,-1.37,-1.46
34.67,-2.16,-1.41
33.73,-2.37,-1.9
34.65,-3.68,-2.4
33.79,-3.77,-2.58
33.55,-4.41,-2.85
31.36,-2.15,-2.58
33.57,-3.05,-2.75
30.72,-2.63,-2.05
29.71,-2.6,-2.48
30.97,0.38,-2.54
30.55,-1.97,-2.67
31.81,-1.3,-2.5
34.22,-0.94,-2.78
33.75,0.87,-3.06
32.46,-4.34,-3.04
30.1,-1.02,-2.72
34.65,-1.51,-3.53
31.88,-0.13,-3.59
32.31,0.1,-3.75
30.77,-0.2,-4.01
29.85,-1.56,-3.92
29.15,-2.66,-3.55
28.83,-1.75,-3.48
28.81,0.3,-1.74
30.37,-0.01,-1.56
30.72,-2.62,-1.73
29.765,-1.605,-1.695
28.81,-0.59,-1.66
32.42,-0.63,-1.19
32.28,0.63,-0.78
33.34,0.63,-1.07
30.73,1.51,-1.2
32.13,2.63,-2.0
30.66,2.19,-1.81
29.48,-1.66,-2.01
28.67,-0.68,-1.64
30.115,-1.27,-1.425
31.56,-1.86,-1.21
32.045,-1.585,-1.125
32.53,-1.31,-1.04
32.35,0.94,-1.43
32.92,1.62,-1.41
28.92,-1.02,-1.53
29.84,2.41,-1.4
28.83,2.715,-1.165
27.82,3.02,-0.93
27.82,2.855,-0.635
27.82,2.7725,-0.4875
27.82,2.7312,-0.4138
27.82,2.7106,-0.3769
27.82,2.69,-0.34
25.35,2.82,-0.13
27.145,1.15,-0.335
28.0425,0.315,-0.4375
28.4912,-0.1025,-0.4888
28.7156,-0.3113,-0.5144
28.94,-0.52,-0.54
30.025,0.305,-0.365
31.11,1.13,-0.19
30.455,0.505,-0.38
30.1275,0.1925,-0.475
29.9638,0.0363,-0.5225
29.8819,-0.0418,-0.5462
29.841,-0.0809,-0.5581
29.8205,-0.1004,-0.564
29.8,-0.12,-0.57
29.08,2.61,-0.38
30.63,-0.43,-0.46
31.47,0.63,-0.52
30.23,0.68,-1.4
32.51,-0.74,-1.64
31.74,0.68,-1.14
30.93,0.65,-1.53
31.58,1.18,-1.96
32.3,1.0,-2.2
31.5,1.355,-1.425
31.1,1.5325,-1.0375
30.9,1.6212,-0.8438
30.8,1.6656,-0.7469
30.75,1.6878,-0.6984
30.725,1.6989,-0.6742
30.7,1.71,-0.65
31.69,1.72,-0.82
31.34,2.01,-0.24
31.515,-0.65,-0.605
31.6025,-1.98,-0.7875
31.6462,-2.645,-0.8788
31.6681,-2.9775,-0.9244
31.679,-3.1438,-0.9472
31.6845,-3.2269,-0.9586
31.69,-3.31,-0.97
32.19,-3.42,-1.86
31.94,-1.98,-2.03
31.51,-2.23,-2.18
31.99,-2.33,-2.2
30.725,-2.96,-1.865
30.0925,-3.275,-1.6975
29.46,-3.59,-1.53
31.82,-2.56,-1.145
33.0,-2.045,-0.9525
34.18,-1.53,-0.76
33.3,-1.81,-1.18
33.16,0.13,-1.48
31.15,-0.27,-1.49
33.01,3.64,-1.74
32.1,0.06,-1.4
30.295,2.145,-1.59
29.3925,3.1875,-1.685
28.9412,3.7088,-1.7325
28.7156,3.9694,-1.7562
28.6028,4.0997,-1.7681
28.5464,4.1649,-1.774
28.49,4.23,-1.78
26.78,0.82,-1.42
27.275,-0.14,-1.09
27.5225,-0.62,-0.925
27.6462,-0.86,-0.8425
27.77,-1.1,-0.76
28.505,-0.115,-0.365
29.24,0.87,0.03
29.67,-2.19,0.06
28.47,-2.805,0.86
27.87,-3.1125,1.26
27.57,-3.2662,1.46
27.42,-3.3431,1.56
27.345,-3.3816,1.61
27.3075,-3.4008,1.635
27.2888,-3.4104,1.6475
27.27,-3.42,1.66
28.03,-1.93,1.37
28.41,-1.185,1.225
28.79,-0.44,1.08
30.46,-1.24,0.4
30.57,-0.52,0.07
31.56,-0.82,-0.35
31.43,-4.36,-0.54
29.185,-1.32,-0.92
28.0625,0.2,-1.11
26.94,1.72,-1.3
27.885,0.55,-1.115
28.3575,-0.035,-1.0225
28.5938,-0.3275,-0.9762
28.7119,-0.4738,-0.9531
28.771,-0.5469,-0.9416
28.8005,-0.5834,-0.9358
28.8152,-0.6017,-0.9329
28.83,-0.62,-0.93
29.16,-1.235,-0.99
29.49,-1.85,-1.05
28.47,-0.6,-1.02
28.85,-1.42,-1.43
28.285,-0.37,-1.0
28.0025,0.155,-0.785
27.72,0.68,-0.57
28.285,-0.655,-0.83
28.85,-1.99,-1.09
28.79,-0.2,-1.33
30.66,-4.47,-0.66
29.94,0.37,-1.11
30.21,-0.71,-0.7
30.695,0.235,-0.69
31.18,1.18,-0.68
30.41,3.15,-0.89
32.51,-1.43,-0.49
28.67,-0.41,0.21
33.19,-5.0,-0.46
32.08,-4.61,0.43
31.145,-2.38,-0.03
30.6775,-1.265,-0.26
30.21,-0.15,-0.49
32.31,-0.385,-1.08
33.36,-0.5025,-1.375
34.41,-0.62,-1.67
34.59,-0.52,-2.45
33.36,0.76,-2.6
29.62,-3.81,-2.83
30.25,-1.97,-3.2
27.02,-5.11,-2.73
25.36,1.64,-2.7
25.81,7.0,-2.01
29.6,3.24,-1.84
23.1,5.15,-0.98
23.16,3.29,-1.14
29.39,-0.57,0.57
32.46,-2.38,1.04
30.7,-3.44,1.22
30.68,-0.35,0.6
29.8,-3.13,0.0
28.92,-0.3,0.4
29.26,0.57,0.73
27.75,-1.64,0.55
29.06,0.71,0.51
29.85,-4.03,0.1
28.33,-5.27,-0.24
28.24,-5.79,-0.28
30.32,-4.12,-0.38
30.82,-5.33,-0.94
28.94,-3.84,-0.68
26.825,-2.74,0.34
25.7675,-2.19,0.85
25.2388,-1.915,1.105
24.9744,-1.7775,1.2325
24.71,-1.64,1.36
28.61,-0.27,1.53
27.52,3.66,1.48
29.62,4.17,1.42
28.47,-1.1,0.7
27.32,0.06,0.37
27.23,0.12,0.6
29.28,-0.24,0.19
25.42,1.75,0.88
27.23,-1.27,-0.43
26.8,3.29,-0.3
25.775,1.705,0.22
25.2625,0.9125,0.48
25.0062,0.5162,0.61
24.75,0.12,0.74
26.105,-0.585,0.8
26.7825,-0.9375,0.83
27.1212,-1.1138,0.845
27.2906,-1.2019,0.8525
27.3753,-1.246,0.8562
27.46,-1.29,0.86
26.75,1.07,1.65
27.6,0.74,1.75
28.025,0.575,1.8
28.2375,0.4925,1.825
28.3438,0.4512,1.8375
28.3969,0.4306,1.8438
28.45,0.41,1.85
29.125,0.465,1.53
29.4625,0.4925,1.37
29.6312,0.5062,1.29
29.7156,0.5131,1.25
29.7578,0.5166,1.23
29.7789,0.5183,1.22
29.8,0.52,1.21
29.035,-0.21,1.29
28.27,-0.94,1.37
28.48,0.08,1.275
28.69,1.1,1.18
27.77,0.57,1.09
26.57,3.88,1.61
26.14,3.99,1.68
26.15,-0.87,1.31
28.56,1.42,1.79
30.41,-0.19,1.97
30.57,-1.76,1.48
30.0,-2.03,1.55
31.36,-0.88,1.15
29.62,-0.8,1.27
27.34,-2.58,1.37
28.99,-2.3,0.54
29.82,-1.37,0.38
29.53,-0.63,-0.41
28.94,-3.94,-0.98
30.59,-2.85,-0.63
31.47,-4.06,-0.68
29.905,-2.17,-0.665
29.1225,-1.225,-0.6575
28.34,-0.28,-0.65
30.37,0.84,-0.86
31.385,1.4,-0.965
31.8925,1.68,-1.0175
32.4,1.96,-1.07
31.74,2.59,-1.47
32.77,1.78,-1.555
33.8,0.97,-1.64
30.89,-1.48,-1.97
31.34,1.02,-2.28
31.7,-0.35,-2.2
30.66,-0.98,-2.34
31.2,-1.78,-1.68
32.565,-2.265,-1.615
33.2475,-2.5075,-1.5825
33.5888,-2.6288,-1.5663
33.7594,-2.6894,-1.5582
33.8447,-2.7197,-1.5541
33.8874,-2.7348,-1.552
33.93,-2.75,-1.55
35.51,-0.23,-1.71
34.24,-0.37,-1.9
32.82,0.59,-2.05
35.67,-1.95,-2.47
35.44,-1.56,-2.16
34.63,-0.51,-1.94
35.8,-1.09,-3.05
35.22,-1.64,-2.94
34.94,-0.28,-3.15
33.43,-0.63,-3.2
32.49,0.27,-3.61
32.105,0.355,-3.345
31.72,0.44,-3.08
34.88,1.465,-3.185
38.04,2.49,-3.29
35.74,0.77,-2.94
32.94,0.71,-2.895
31.54,0.68,-2.8725
30.14,0.65,-2.85
32.69,-0.35,-2.335
33.965,-0.85,-2.0775
35.24,-1.35,-1.82
34.765,-0.725,-1.57
34.29,-0.1,-1.32
35.29,-1.66,-3.26
37.68,-1.14,-3.03
37.58,-1.46,-2.86
31.39,-1.92,-1.915
28.295,-2.15,-1.4425
26.7475,-2.265,-1.2062
25.9738,-2.3225,-1.0881
25.2,-2.38,-0.97
26.75,-1.65,-0.98
31.63,-5.44,-0.6
34.11,-3.08,-0.57
31.02,-1.41,-0.49
30.445,-1.335,-0.625
29.87,-1.26,-0.76
33.07,-0.63,-1.95
34.27,0.6,-2.15
31.79,0.31,-1.88
31.315,2.02,-1.32
31.0775,2.875,-1.04
30.9588,3.3025,-0.9
30.8994,3.5162,-0.83
30.8697,3.6231,-0.795
30.8548,3.6766,-0.7775
30.8474,3.7033,-0.7688
30.8437,3.7166,-0.7644
30.8418,3.7233,-0.7622
30.8409,3.7266,-0.7611
30.8404,3.7283,-0.7606
30.8402,3.7292,-0.7603
30.8401,3.7296,-0.7602
30.84,3.7298,-0.7601
30.84,3.7299,-0.76
30.84,3.73,-0.76
30.68,3.9,-1.04
27.91,5.15,-0.24
32.69,4.76,-1.42
28.34,4.47,-0.91
28.79,3.31,-0.68
27.41,3.735,0.12
26.72,3.9475,0.52
26.375,4.0538,0.72
26.2025,4.1069,0.82
26.1162,4.1334,0.87
26.03,4.16,0.92
29.305,2.21,1.31
32.58,0.26,1.7
30.61,0.49,1.41
31.85,0.74,1.52
33.68,-2.16,0.96
33.34,-1.535,0.11
33.17,-1.2225,-0.315
33.085,-1.0662,-0.5275
33.0,-0.91,-0.74
32.64,-0.24,-0.88
34.29,0.82,-1.21
31.085,-0.165,-1.01
27.88,-1.15,-0.81
28.16,3.35,-0.82
31.7,0.63,-0.27
34.59,-2.36,-0.66
30.05,-3.15,0.91
30.25,-3.46,0.31
30.43,-3.18,-0.1
30.0,-3.75,-0.27
32.06,-4.61,-0.51
31.27,-3.09,-0.115
30.48,-1.57,0.28
30.285,0.215,0.135
30.09,2.0,-0.01
30.27,1.77,-0.31
30.05,0.37,-0.41
31.09,-0.34,-0.92
29.24,-2.96,-0.57
28.29,1.27,-0.05
28.61,-1.97,-0.06
29.51,-0.07,0.17
31.18,-0.23,0.93
28.525,1.075,1.095
25.87,2.38,1.26
28.36,1.26,0.65
30.59,-0.795,0.595
32.82,-2.85,0.54
28.56,-0.43,0.24
33.91,-2.07,-0.48
27.16,-3.24,0.76
28.58,-2.66,0.98
29.03,1.04,0.28
28.58,0.89,0.52
28.76,2.94,0.08
29.71,1.88,0.24
31.33,1.86,-0.15
30.41,0.28,-0.34
28.94,2.26,-0.76
26.73,2.08,-0.32
27.195,3.45,-0.595
27.66,4.82,-0.87
25.4,4.45,0.24
27.11,1.97,-0.28
28.15,0.17,-0.49
29.46,1.44,0.06
28.175,2.32,0.275
27.5325,2.76,0.3825
26.89,3.2,0.49
27.42,2.595,0.435
27.95,1.99,0.38
